Description,Label
"When ""Easy Rider"" was released into theaters in the summer of 1969, popular culture had already shifted significantly to reflect the spirit of rebellion swelling up among teenagers across the country. Signifying a real change, it was time for the box office a…",deforestation
"While all eyes are on the growing box office for James Cameron's decade-plus in the making sequel ""Avatar: The Way of Water,"" the famed director made a surprise appearance at the Television Critics Association Winter 2023 press tour to announce two more proje…",deforestation
"Deforestation and environmental degradation threaten to push the Amazon beyond the point of no return. Business should prioritise nature-positive, net-zero operations.",deforestation
"After a handful of classified documents were found at President Biden’s former private office, Donald Trump, his allies, and even some of the mainstream media are stumbling over themselves to equate it with Trump’s hoarding of hundreds of classified documents…",deforestation
"Representative Katie Porter announced Tuesday that she is running for California senator in 2024.
The progressive star will run to replace long-serving Senator Dianne Feinstein. In her announcement video, the representative highlighted threats to democracy a…",deforestation
"Serial fabulist George Santos maintained Tuesday that he has done “nothing unethical,” even after being hit with two ethics complaints in as many days.
On Tuesday, two of his fellow New York representatives filed an ethics complaint against him. Ritchie Torr…",deforestation
"On Monday, Representative Marjorie Taylor Greene posted a pseudo-hype video celebrating herself and the GOP House majority after the caucus made history in hosting the longest House speaker election since before the Civil War.
The video, posted with the capt…",deforestation
"For environmental protections in Brazil, a long rebuilding process lies ahead.",deforestation
What is the sound of a tortilla chip not crunching? Europeans may soon find out the hard way. Malaysia's deputy prime minister Fadillah Yusof...,deforestation
Indigenous communities in the Amazon have come under siege as business interests violently expand their operations.,deforestation
"Cheshire cheese, beremeal and norfolk beefing apples are among the UK foods at risk of vanishing for ever. And it’s not just our palates that will suffer, but the planetWhat does it mean when a food or drink becomes “endangered”, when there are so few people …",deforestation
"Western chimpanzees are on the brink of extinction, categorised by the IUCN as critically endangered. Photojournalist Roberto García Roa has been working with the Chimpanzee Conservation Centre in Guinea, one of the few international institutions trying to pr…",deforestation
"The worsening climate crisis could soon obstruct the eyes of our ground-based telescopes: ""We will literally have less to look at.""",deforestation
An independent review of Australia's controversial carbon credit system released today concluded the scheme is essentially sound. But key questions remain unaddressed—a fact that will continue to undermine confidence in Australia's central climate policy.,deforestation
"Global climate change doesn't only cause the melting of polar ice caps, rising sea levels and extreme weather events. It also has a direct effect on many tropical habitats and the animals and plants that inhabit them. As fossil fuel emissions continue to driv…",deforestation
Brazil’s new president is working to make good on his campaign promises and stop the cutting of trees in the Amazon rain forest.,deforestation
The latest in science and policy,deforestation
,deforestation
Ministers set out plans for restoring nature amid growing criticism over pollution and wildlife decline.,deforestation
Indigenous people like me have too often relied on outsiders to tell our stories to the world. My community is finally telling our own stories,deforestation
"Rubber tapper Raimundo Mendes de Barros prepares to leave his home, surrounded by rainforest, for an errand in the Brazilian Amazon city of Xapuri. He slides his long, scarred, 77-year-old feet into a pair of sneakers made by Veja, a French brand.",deforestation
"Environmentalists, Indigenous people and voters supporting their causes were important to Luiz Inácio Lula da Silva's election as Brazil's new president.",deforestation
"RIO DE JANEIRO (AP) — Shaking a traditional rattle, Brazil’s incoming head of Indigenous affairs recently walked through every corner of the agency’s headquarters — even its coffee room — as she invoked help from ancestors during a ritual cleansing.",deforestation
"I'm Sorry, Corn Ethanol Just Didn't Work Out, OK?",deforestation
"To kick off the new year, let’s talk about toilet paper, something that can actually make a surprising impact. When our kids were little, our family discovered Who Gives A Crap’s sustainable toilet paper (and cheeky branding) and we never looked back.… Read m…",deforestation
"Environmentalists, Indigenous people and voters sympathetic to their causes were important to Luiz Inácio da Silva's election to a third term as Brazil's president",deforestation
Territories in Brazil's fragmented Atlantic Forest where Indigenous peoples enjoy secure land rights have seen measurably less deforestation than similar...,deforestation
"Shaking a traditional rattle, Brazil’s incoming head of Indigenous affairs recently walked through every corner of the agency’s headquarters — even its...",deforestation
New research links bat habitat destruction with the spillover of their viruses to humans,deforestation
<ul><li>Fan-led review in 2021 argued for independent regulator</li><li>Labour responds to ‘leaked’ white paper on owner criteria</li></ul>A group of 10 local MPs have urged Liverpool and Everton to back the recommendations of the fan-led review and support t…,sustainability
"From growing herbs to driving Uber, some ideas for sustainability-related jobs that will earn you some extra cash.",sustainability
"As boardroom bosses and billionaires mingle in the snowy streets of Davos, corporate sustainability is a key topic of discussion. Yet which company is the world's most sustainable?",sustainability
Precision location intelligence and analysis will be key to building a truly sustainable company in an era of climate change.,sustainability
"This season, Copenhagen Fashion Week required all designers to adhere to a set of sustainability standards. The result? Stripped-back sets and plenty of innovative ideas Continue reading...",sustainability
Sustainable procurement and sustainability in businesses are more than just fancy buzzwords. Statistics support this argument: 60% more businesses engage in sustainable procurement than two years ago. 33% of consumers choose products and services that they be…,sustainability
"From annual sustainability reports to going ""zero-waste,"" smaller beauty brands see the value in sustainable packaging.",sustainability
"Brazil's delegation arrives at the World Economic Forum (WEF) with a commitment to defend democracy and the sustainability of both its public accounts and the environment, Finance Minister Fernando Haddad said on Monday.",sustainability
"The International Monetary Fund on Monday said its executive board approved a support program for Bangladesh worth $4.7 billion at current exchange rates, making the South Asian country the first to access its new Resilience and Sustainability Facility (RSF).",sustainability
"Italian energy group Eni <a href=""https://www.reuters.com/companies/ENI.MI"" target=""_blank"">(ENI.MI)</a> said on Wednesday it will offer its first sustainability-linked bond for retail investors in Italy from Jan. 16.",sustainability
"Leaders at the World Economic Forum said they want to address the climate crisis, sustainability, and the energy transition but need to determine how.",sustainability
"Britain's plans to regulate the way asset managers label sustainable investment funds would exclude many existing funds and clash with European Union requirements, the Investment Association (IA) said on Thursday.",sustainability
"<ul><li>Fair Game’s ‘sustainability index’ paints troubling picture</li><li>Only two Championship clubs given a score ranked ‘good’</li></ul>Football clubs should be financially rewarded if they show good governance and engage properly with their fans, accord…",sustainability
Xbox announced it's adding new low-power options to its consoles to lower their impact on the environment.,sustainability
Preserving climate and natural resources with openness ...,sustainability
"Predictions of the future often come to naught. In the 1930s, British economist John Maynard Keynes famously promised we’d all soon be working 15-hour weeks. In 1959, IBM forecast that the new-fangled photocopier might sell “5,000, at most”. More recently, El…",sustainability
"Top-end Android phones with improved sustainability announced alongside Galaxy Book 3 laptopsSamsung’s latest top-end Galaxy S23 Android phones hope to tempt users with larger batteries, faster chips and improved photography, including one of the first 200MP …",sustainability
Technology like artificial intelligence and IoT sensors can drive progress toward sustainable green buildings.,sustainability
"India's JSW Steel Ltd <a href=""https://www.reuters.com/companies/JSTL.NS"" target=""_blank"">(JSTL.NS)</a> expects its exports to pick up in the current quarter through March, boosted by the withdrawal of an export tax and robust demand from the Middle East and …",sustainability
"International Monetary Fund chief Kristalina Georgieva will visit Rwanda later this month after traveling to Zambia, three sources familiar with the plans said on Friday.",sustainability
"<ul><li>‘All clubs lose money’, claims La Liga president</li><li>Tebas says English teams distort transfer market</li></ul>The president of La Liga, Javier Tebas, has questioned whether the Premier League is financially sustainable in the long term given it h…",sustainability
"Top restaurants such as Noma are closing. They were fun for a while but we’ve had our fillIn 2007, for a book on the world’s luxury restaurant economy, I undertook what I called the high-end Super Size Me. In the 2004 documentary, Morgan Spurlock ate McDonald…",sustainability
"The head of Samsung's MX Business is teasing what to expect at the upcoming Galaxy Unpacked event, including the Galaxy S23 Ultra.",sustainability
"There’s plenty of names that probably come to mind when one thinks of satellite operators, but odds are a tractor company isn’t at the top of that list. John Deere wants to change that.Read more...",sustainability
"On the first day of Climate Week NYC, industry experts gathered to discuss what's stopping us from getting climate action done.",sustainability
Procurement professionals must adapt to inflation and a shortage of skilled labor in the face of an economic recession. Investing in a workforce paired with retraining and development strategies will put your company on top amid economic uncertainty.,sustainability
"From strategic budgeting to remaining true to your company's mission, this guide will help you remain hopeful and pragmatic during periods of uncertainty.",sustainability
"Rafael Nadal, the 22-time Grand Slam tennis champion, has become a new team owner in the world's first all-electric race boat championship, organisers said on Tuesday.",sustainability
"J. Crew Group said on Tuesday it has launched a new resale program exclusive to its eponymous brand, which will offer vintage and used styles online and in select J. Crew stores.",sustainability
Malaysia on Thursday called on countries producing palm oil to strengthen cooperation following new European Union (EU) legislation aimed at reducing the use of palm oil-based fuels.,sustainability
"The Indian federal government's aim to achieve a fiscal deficit target of 4.5% of gross domestic product (GDP) by 2025/26 could see some risks, an analyst at Moody's Investors Service said on Wednesday.",sustainability
"Premier League soccer clubs spent a record 815 million pounds ($1.00 billion) in the January transfer window, an analysis from Deloitte's Sports Business Group said on Wednesday.",sustainability
"Deutsche Bank's <a href=""https://www.reuters.com/companies/DBKGn.DE"" target=""_blank"">(DBKGn.DE)</a> asset management unit DWS <a href=""https://www.reuters.com/companies/DWSG.DE"" target=""_blank"">(DWSG.DE)</a> will continue to cooperate with authorities on accu…",sustainability
"BP <a href=""https://www.reuters.com/companies/BP.L"" target=""_blank"">(BP.L)</a> has appointed Gareth Burns to head its global ventures division which oversees the company's investments in start-up technologies as part of its shift to low-carbon energy.",sustainability
"A return to Davos by corporate titans and their bankers after recent <a href=""/world/europe/hold-snowless-slopes-spoil-holiday-skiing-switzerland-2023-01-04/"">record Alpine temperatures</a> has turned a spotlight on just how quickly they are moving to rein in…",sustainability
"Zambia received a 'debt-for-nature swap' proposal as part of its $13 billion restructuring discussions, a move that while complex to secure and not part of current talks, could set an eco-friendly precedent for other debt crises if eventually included.",sustainability
"In today’s fast-paced world, the importance of sustainability in business has never been higher. As consumers increasingly prioritize environmentally friendly and socially responsible products, it’s time for companies to align their business goals with the ne…",sustainability
"How do you define the economic, political, and cultural system named capitalism that organizes the world? A system contested and imposed through media, policies, laws, and forgeries of memory.and meaning.



Consider, as mentioned in a previous post, ""capital…",sustainability
"Green Football Weekend raises awkward questions about the game’s readiness to start taking genuinely ambitious action About three years ago, in the thick of a League Two promotion campaign, Michael Doughty began to notice something. An unusually wet winter ha…",sustainability
"Commons digital, culture, media and sport committee predicts decline in local reporting will damage democracyStruggling local media outlets should be helped to survive with government funding, a report by a committee of MPs has advised, warning of the damage …",sustainability
The American manufacturer left the sport in 2004 and will return for the World ChampionshipFord is to return to Formula One after more than two decades in a surprise comeback for one of the most successful engine manufacturers in the motorsport’s history.The …,sustainability
"<ul><li>Leicester CEO Andrea Pinchen says plan must be reviewed</li><li>‘This is about long-term survival, sustainability and growth’</li></ul>England’s leading rugby clubs have been warned not to bury their heads in the sand and urged to abandon the existing…",sustainability
"UK battery startup Britishvolt said on Monday it is in talks with a consortium of investors about selling a majority stake in the company, but did not disclose any names.",sustainability
"Italian fashion group Prada is hiring former Luxottica chief Andrea Guerra to smooth the transition to the next generation of the family, Lorenzo Bertelli, son of Miuccia Prada and Patrizio Bertelli said on Tuesday.",sustainability
"A top-10 shareholder of Bayer <a href=""https://www.reuters.com/companies/BAYGn.DE"" target=""_blank"">(BAYGn.DE)</a> on Tuesday called on the group's supervisory board head to replace chief executive Werner Baumann quickly, adding to investor pressure to restore…",sustainability
"Brazil's mining lobby group asked the country's foreign ministry to work with other governments to improve tactics used to combat the illegal gold trade, it said on Friday.",sustainability
"More than 71 million international tourists visited Spain in 2022, spending on average more money and time in the country than before the COVID-19 pandemic, Tourism Minister Reyes Maroto said on Wednesday.",sustainability
"Stellantis NV <a href=""https://www.reuters.com/companies/STLA.MI"" target=""_blank"">(STLA.MI)</a> expects to have in place by the end of this year the technologies needed for it to develop ethanol hybrid vehicles in Brazil, the head of the carmaker in South Ame…",sustainability
"Brazil's economic policy secretary Guilherme Mello said on Tuesday that discussions on changing inflation targets were not on the agenda of the Finance Ministry, stressing that the role of the economic team is to focus on reforms to reduce inflation and inter…",sustainability
"Oceans trap the majority of the heat from the greenhouse gas emissions humans create. As a result, the air also gets warmer and holds more moisture.",sustainability
Canadian provinces and European countries that have extended producer responsibility laws see higher recycling rates than US states.,sustainability
"Microsoft has a broad sustainability mission across its portfolio of products, and to that end, it's making some changes to Xbox console defaults.",sustainability
"Danone is the only food and agriculture company to align itself with the Global Methane Pledge, an initiative signed by 150 countries.",sustainability
"Chaz Teplin tore out gas appliances and installed electric one, then documented the energy savings during the winter storm in late December.",sustainability
BuzzFeed CEO Jonah Perett reportedly told staff it would use OpenAI tech to boost its quizzes and personalize some other content.,sustainability
EY is understood to be ready to take control after talks about new funding failThe battery startup Britishvolt is expected to collapse into administration on Tuesday after talks about funding from new investors failed.The company’s efforts to build a giant fa…,sustainability
CES isn't all about giant TVs. The world's biggest consumer electronics show lays the groundwork for a lot of innovation coming in 2023.,sustainability
"A new multipurpose capsule from the world's first fashion degrowth company Early Majority might be the world’s first fashion degrowth company, meaning it eschews excessive and rapid production (which the industry is prone to do despite how garments generate a…",sustainability
"""When we pass from this world, you will be the reason we are remembered.""",sustainability
"Italian businesses discovered the limits of their 'small is beautiful' motto when competition became global. Nudged by private equity funds, those supplying the booming luxury goods industry are now finding strength in unity.",sustainability
"Phillips’s new pendant lights are 3D-printed from recycled fishing nets and delivered in 8 daysDesigned by the Signify Global Design Team, the Philips MyCreation droplet pendant lamp is a unique product that combines sustainability and beauty. Hanging from th…",sustainability
"The Southwest’s water crisis has reached a new, desperate benchmark. For the first time, more than 500 households in Maricopa County, Arizona have had their water cut-off. Read more...",sustainability
"Top 10 3D-printed designs that every sustainability lover needs to incorporate in their life3D printing has well cemented its place in the design industry as a technique that is innovative, efficient, and economical. And it’s definitely making waves...",sustainability
"If you’re watching HGTV or Netflix, there’s a chance that you might run into a show hosted by an influencer who shills for the natural gas industry. An industry group is using federally sanctioned funds that are supposed to go to consumer education to pay for…",sustainability
"European Union regulators should not define greenwashing in law, fund industry groups have told the bloc's markets watchdog, citing concerns this would complicate a sector in ""constant flux"".",sustainability
Formula One's governing body said on Thursday it had formally started a process that could lead to new teams entering the championship from 2025.,sustainability
"Thyssenkrupp's <a href=""https://www.reuters.com/companies/TKAG.DE"" target=""_blank"">(TKAG.DE)</a> plant engineering unit plans to double sales to around 2 billion euros ($2.2 billion) in the mid-term and is open to taking on co-owners to accelerate growth, acc…",sustainability
"Zambia needs ""desperate debt relief"" and agreements under a Group of 20 restructuring vehicle are proving difficult, the World Bank's managing director of operations said on Thursday.",sustainability
"Bayer <a href=""https://www.reuters.com/companies/BAYGn.DE"" target=""_blank"">(BAYGn.DE)</a> investor Deka has called for CEO Werner Baumann to be replaced ahead of his scheduled departure, adding to mounting pressure on the German drugmaker.",sustainability
"Africa must fight against a slide towards strongman authoritarianism that has resulted in a series of military coups and a clampdown on civil society in many countries, Sudanese-British billionaire Mo Ibrahim said.",sustainability
"This side and coffee tables have sustainability and simplicity ingrained in their DNAOnce upon a time, buying a table involved troublesome and inconvenient shipping arrangements because the furniture either comes pre-assembled or didn’t have any way to...",sustainability
"Samsung Galaxy S23 design has a more interesting sustainability story to tellSamsung has finally taken the veil off its early 2023 flagship, and, to no one’s surprise, it is exactly as the leaks claimed it to...",sustainability
Nissan unveils Max-Out sports convertible concept oozing out Tron Legacy elementsLike other leading automotive manufacturers’ sustainability is at the top of Nissan’s agenda too. Reason enough for them to launch a series of vehicles at...,sustainability
"CTA's Rick Kowalski joins us to talk about this year's main theme of CES, the products he thinks stood out, and more.",sustainability
"Over the next few years, these trends will shape the industry.",sustainability
<ul><li>English top-flight clubs set new January record at £815m</li><li>Chelsea outspent total of all clubs in other ‘big five’ leagues</li></ul>The president of La Liga described the Premier League as “a doped market” after its clubs smashed the record for …,sustainability
"Certification and brand values can help you find sustainable swimwear, but how you care for it matters just as much<ul><li>Get our weekend culture and lifestyle email</li></ul>Last year, I moved from Melbourne to Sydney and swapped the much-loved Fitzroy Pool…",sustainability
"Traditional lawn has been under fire for years because of its lack of biodiversity and voracious appetite for fertiliser, herbicides and mowingDig up your “imperial” lawn and replant it with trees to combat the climate crisis, researchers have urged, after th…",sustainability
"To meet today's global sustainability challenges, the corporate world needs more than a few chief sustainability officers—it needs an army of employees, in all areas of business, thinking about sustainability in their decisions every day.",sustainability
"If you really want to bug your ex, try naming a cockroach after them. Maybe that'll stop them from being such a pest. For Valentine's Day, the Toronto Zoo is giving you that opportunity with their Name-a-Roach special. 



For a $25 minimum donation, you can …",sustainability
Telcos can make a significant impact in achieving net zero targets and reducing energy consumption – and aid the bottom line.,sustainability
"CIOs in 2023 will be called upon to drive growth and transformation, not just keep the data center humming and enterprise software running.",sustainability
"Wayfinder Games, a new studio from former developers at EA DICE and Embark, launched this week with plans to make a new RPG.",sustainability
"A new brand identity for a visionary company working at the intersection of science, sustainability, engineering and design
 

 abduzeedo0113—23
 How&How partner with www.amphico.co to develop a new strategic position, brand identity and website. Amphico are …",sustainability
"Leaders at Davos say we need to pull the ""lever"" of government policy and give more incentives to switch to green energy.",sustainability
"It’s renewable, strong as steel, astonishingly fireproof – yet it’s easy and quiet to build with. Could timber construction save the planet? We step inside the revolutionary new London workplace that everyone wants to touchThere is very little about most new …",sustainability
"Right now, $1.50 is invested in renewable energy for every $1 invested in fossil fuels. That must be $9 to reach our climate goals, experts say.",sustainability
"Sustainability has become a crucial topic for businesses, with consumers increasingly prioritizing environmentally-friendly and socially responsible products. In this newsletter, we dive into the strategies and best practices that companies are using to align…",sustainability
"The terminal under construction at New York's John F. Kennedy International Airport will be partly powered by a microgrid, batteries, and fuel cells.",sustainability
OpenAI's popular language bot offered five reasons in favor of tokens and five reasons against their use.,sustainability
"South Africa's biggest energy company is looking for a new CEO who can take ""calculated risks and make tough decisions.""",sustainability
Bangkok restaurant Jay Fai posted a picture of the elusive billionaire on Instagram just hours before he ceded control of the company he founded.,sustainability
"Meat alternatives are getting lots of press and investment, but expert David Lobell isn't anticipating a big impact on sustainability.",sustainability
Public cloud optimization meets a wide range of pressing enterprise needs with costs far below on-premise.,sustainability
"Rolling coverage of the latest economic and financial news<ul><li>Business energy bill support to be reduced after March, Treasury confirms</li></ul>The Institute of Directors are disappointed that there isn’t targeted support for the hospitality sector in th…",sustainability
"Environmental, social and governance (ESG) issues were central to many of the biggest stories of 2022. Indeed, ESG investors frequently <a href=""https://www.reuters.com/business/finance/florida-pulls-2-bln-blackrock-largest-anti-esg-divestment-2022-12-01/"" ta…",sustainability
"This luxury vinyl flooring made from a renewable material derived from paper pulp saves carbon emissions by 90%It’s 2023 and almost everything is going sustainable. Rather than being a trend, and associating it with all kinds of designs, sustainability has sl…",sustainability
The electric automotive brand Polestar's latest exercise in circular design practically requires an Arctic expedition to get to it.,sustainability
"8' 33"" (8 minutes and 33 seconds) is equal to 500 seconds – the time it takes to assemble this entire furniture collection.",sustainability
"Stella McCartney + B&B Italia collaborated on the Le Bambole capsule collection that features a hand-drawn ""Fungi Forest"" print.",sustainability
"From retrofitting buildings to rethinking farming, electrifying transport, and prioritizing reforestation, the EU is chasing net zero.",climate
The power to fight human diseases put genome editing on the map. But similar technology could help crops withstand the stress of climate change.,climate
The oil giant's internal climate models correctly forecast the climate change we're seeing now—all while the company pushed denial in public.,climate
From droughts and wildfires to floods and landslides - why extreme weather may be the new norm.,climate
"The Doomsday Clock is now set at 90 seconds to midnight after The Bulletin of the Atomic Scientists weighed the war in Ukraine, nuclear proliferation, disinformation campaigns, and climate change.",climate
"For nearly 30 years, nations, nonprofits, researchers, industry representatives, and other stakeholders have gathered annually at the United Nations’ Conference of Parties—commonly known as COP—to talk through implementation of the U.N.’s climate change treat…",climate
"Angely Mercado covers climate change for Gizmodo. She has written stories about the megadrought in the American West, how California celebrities guzzled water in 2022, and reports of mass tree deaths. She hopes to write more positive climate news in 2023. Rea…",climate
"You might assume that home prices would decline in an area recently wrecked by a hurricane, but a new study finds the opposite is true, and post-storm price hikes could be a major driver of what’s known as climate gentrification. Read more...",climate
"Climate change is depleting sea ice in the Arctic, increasing chances of human and polar bear encounters.",climate
Emission cuts must be accompanied by greater efforts to remove CO2 from the atmosphere a new report says.,climate
The climate activist joins German protesters trying to stop a coal mine from swallowing up a village.,climate
The elite enclave's geography and climate play into the small town's risk for natural disasters.,climate
California and many local governments are scrapping requirements that once made cars the center of the urban landscape.,climate
ClientEarth helps shape new laws and enforce old ones to protect the planet and its most vulnerable inhabitants.,climate
This story was originally published by Grist. You can subscribe to its weekly newsletter here.Read more...,climate
"Climate activists protested in Davos on Sunday against the role of big oil firms at this week's World Economic Forum (WEF), saying they were hijacking the climate debate.",climate
"Denmark said it is optimistic that the United Arab Emirates, which hosts this year's UN climate talks, will push for ambitious action to curb climate change at the conference, following criticism from activists over the oil-producing nation's role.",climate
"While jurisdictions like California
 and New York
 move toward banning the sale of new gasoline-powered cars, one US state wants to go in the opposite direction. Wyoming’s legislature is considering a resolution that calls for a phaseout of new electric veh…",climate
"The connection between weather and climate change has never been clearer. And simultaneous extremes, such as hot and dry weather together, are particularly dangerous.",climate
"Machine learning has already proven useful, but its real-world applications are just beginning.",climate
Dozens of cities and states sued oil giants for deceiving the public. The Supreme Court could soon break these cases out of limbo.,climate
"On the first day of Climate Week NYC, industry experts gathered to discuss what's stopping us from getting climate action done.",climate
"Some ski resorts rely on machines to keep powder on the slopes. But snow guns guzzle water, are energy-intensive, and need cool temperatures to operate.",climate
"If you're looking for economic and investment tailwinds, climate change is hardly one of them.",climate
"Planting a tree in your yard offers a host of benefits, from shading your home from the sun (and thus lowering your energy bills), to increasing your property value. Trees can cost a lot, though, so I’m sure you wouldn’t mind getting one for free.Read more...",climate
"Even as the world smashes through one all-time heat record after another and speeds towards critical warming thresholds, brutal waves of deadly cold can still arrive in bomb cyclones that bring icy weather and deep snow -- and add fuel for those who deny the …",climate
"A return to Davos by corporate titans and their bankers after recent <a href=""/world/europe/hold-snowless-slopes-spoil-holiday-skiing-switzerland-2023-01-04/"">record Alpine temperatures</a> has turned a spotlight on just how quickly they are moving to rein in…",climate
"Environmental, social and governance funds have had a rough ride over the past couple of years, attracting criticism from regulators for greenwash, and from socially minded investors for investing in companies that may be good at managing the increasing risks…",climate
"The United Arab Emirates said on Thursday that Sultan al-Jaber, the head of state oil giant ADNOC, would act as president of the COP28 climate conference it is hosting this year.",climate
"Singapore's sovereign wealth fund Temasek has led the latest funding round for climate tech firm Living Carbon, which aims to increase the carbon-absorbing ability of trees, the startup's chief executive told Reuters.",climate
"The top U.S. securities regulator has cited April as the release date for a long-anticipated rule on companies' climate-related disclosures, according to a recent federal <a href=""https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=202210&RIN=3235-AM87"" t…",climate
"U.S. climate envoy John Kerry on Sunday outlined core principles for a ""high-integrity"" carbon offset plan meant to help developing nations speed their energy transition, and next steps including establishing a consultative group.",climate
Switzerland's right-wing Swiss People's Party (SVP) on Thursday called a referendum aimed at blocking a draft law to cut greenhouse gas emissions.,climate
"German conglomerate Thyssenkrupp <a href=""https://www.reuters.com/companies/TKAG.DE"" target=""_blank"">(TKAG.DE)</a> on Monday joined peers in saying that European industry was under threat should the continent fail to come up with a scheme similar to the U.S. …",climate
Over two dozen U.S. representatives on Friday called on top U.S. climate envoy John Kerry to urge the United Arab Emirates to withdraw its appointment of the head of its state oil company as president of the COP28 climate summit it will host this year.,climate
"Dr Kimon Roussopoulos and Lynn Malpas on unheeded warnings about global heatingYou make much of the fact that Exxon predicted climate change accurately in the 1970s ands 80s (Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s,…",climate
"Hazelnut and walnut trees among cultivars becoming commercially viable Nuts are being grown more than ever by English farmers as the climate heats, making the products more economically viable, growers have said.Nut trees are also helpful for biodiversity on …",climate
"So much is happening, both wonderful and terrible – and it matters how we tell it. We can’t erase the bad news, but to ignore the good is the route to indifference or despair Every crisis is in part a storytelling crisis. This is as true of climate chaos as a…",climate
Four protesters found guilty of public nuisance after stopping traffic at Bishopsgate in October 2021A judge has warned four climate activists they could face a jail sentence after being found guilty of causing a public nuisance during an Insulate Britain pro…,climate
"Small interventions on electric cars and plant-based meat could unlock rapid emissions cuts, say expertsThree “super-tipping points” for climate action could trigger a cascade of decarbonisation across the global economy, according to a report.Relatively smal…",climate
"Experts say extreme weather is a growing danger to displaced people and could force more to flee homesGovernments must get to grips with the links between the climate crisis and the plight of migrants around the world, experts have said, as increasingly extre…",climate
"Study suggests tool could be used to reduce energy needs for heating and cooling office buildingsEvery year we shift our clocks forward in the spring, and backwards in the autumn. Originally daylight saving was introduced to save energy; reducing the number o…",climate
"Climate campaigners accuse leaders of hypocrisy as flights emit as much CO2 in a week as 350,000 carsPrivate jet emissions quadrupled as 1,040 planes flew in and out of airports serving Davos during the 2022 World Economic Forum (WEF) meeting.Climate campaign…",climate
Installing protected routes tends to boost local shops. But many store owners remain attached to their street parking—and fight to protect it.,climate
"Scientists describe as ‘very alarming’ research that shows severe weather events were made more likely by climate changeRelentless drought in California, extreme rainfall in the UK, record heat in China – some of the most severe weather events that have occur…",climate
At least 12 officials at body hosting Cop28 appear to have come straight from fossil fuel industryAt least a dozen employees from the United Arab Emirate’s state-owned oil company have apparently taken up roles with the office of the UAE’s climate change spec…,climate
"Adam McKay also selling walk-on role in next film, vintage Marvel comics and basketball cardsIt may smell like pure gasoline, but it could now help Just Stop Oil. The director of Anchorman is selling the film’s original Sex Panther cologne (“Yep, it’s made wi…",climate
"Climate activist Greta Thunberg’s detainment during a protest near Luetzerath village in western Germany was not orchestrated by the media, despite claims circulating on social media.",climate
"As regulators’ disclosure rules come online, companies face a new urgency over how to manage climate-related data from their supply chains.",climate
"Google could soon give Polestar owners an edge when they're navigating around town. The search giant is debuting ""HD"" driving maps that will come first to the Polestar 3 SUV. The upgrade will provide current, extra-detailed road info ranging from lanes to roa…",climate
"Don't worry if the lack of a federal tax credit put you off from buying certain Tesla Model Y variants or other EVs — they might now qualify. The Treasury Department has revised its classification standard to treat more vehicles as SUVs rather than sedans, ra…",climate
"About $64 billion flowed into these funds in the fiscal year that ended in November, more than double the previous year's total, an analysis found.",climate
"Canada’s building codes are out of date, inconsistent and ill-prepared for climate change",climate
"The U.S. endured 18 separate billion-dollar disasters in 2022, highlighting the growing damages of human-caused climate change.",climate
"Apocalyptic weather is upending the lives of many people in California, and that's especially true for its children, writes Amy Ettinger, the mother of a 13-year old daughter. Wildfires hit during the middle of the COVID pandemic, and now Californians are exp…",climate
"While the Tesla CEO strongly believes in global warming, he's had more controversial views on combating the crisis.",climate
"""We are not extras for Greta Thunberg"" police say, after false claims her detainment at a protest was set up.",climate
"The worsening climate crisis could soon obstruct the eyes of our ground-based telescopes: ""We will literally have less to look at.""",climate
"The climate crisis and damage from the fossil fuel industry affect Americans unequally. In 2023, we could start to see this change.",climate
The gas-stove controversy has inadvertently raised the profile of the electric-induction stove to the delight of climate advocates.,climate
Payment startups might be better off cutting costs and scaling back expansion plans until the funding climate improves.,climate
Members who set up group say past policies have been ‘trite’ and social justice case needs to be clearly madeLabour MPs have set up a lobby group in an attempt to push Keir Starmer into making nature and climate a key part of his election manifesto.Previous L…,climate
"Climate activist also denounced ‘police violence’ against campaigners at the abandoned village of LützerathGreta Thunberg is calling for people to join her in a protest against the expansion of a coalmine that will demolish a small German village, denouncing …",climate
"The fossil fuel industry is a factory of fairy tales, says activist and school strike for climate organizer Luisa Neubauer. Tracing the industry's five-decade trickle of lies about climate science, she busts the myth that economic growth and stability are dep…",climate
"I moved apartments last month and, in a fit of unusual preparedness, I made sure to get my snow boots and gloves out of storage and keep them at the front of my closet when I unpacked. I was anticipating a January like I’ve had in the past few years of living…",climate
"<ol><li>IBM and NASA Join Hands to Extract Insights from Earth Observations Using AI Technology  AZoRobotics
</li><li>NASA partners with IBM to build AI foundation models to advance climate science  VentureBeat
</li><li>IBM and NASA team up to advance clima…",climate
"Republican attorneys general from 21 U.S. states on Tuesday wrote to proxy advisory firms Institutional Shareholder Services (ISS) and Glass Lewis, asking whether the companies' voting recommendations on such issues as climate and boardroom diversity violated…",climate
"The Federal Reserve's independence from political influence is central to its ability to battle inflation, but requires it stay out of issues like climate change that are beyond its congressionally-established mandate, Fed Chair Jerome Powell said on Tuesday.",climate
"The Netherlands will stop the search for new onshore oil and gas fields in a drive to reach its climate goals and limit seismic risks, the Dutch government said on Friday.",climate
